Category,Product Name,Size,Bottles Per Carton,Carton Cost Price (RM),Carton Selling Price (RM),Carton Original Price (RM),Bottle Cost Price (RM),Bottle Selling Price (RM),Bottle Original Price (RM)
Whiskey,100 PIPERS SCOTCH WHISKY,1L,12,1010.04,1188,2640.0,84.17,110.0,220.0
Whiskey,ABERFELDY 12Y 40%,1L,12,2709.96,3240,7200.0,225.83,300.0,600.0
Whiskey,ABERFELDY 12Y 40%,700ML,12,2469.96,3024,6720.0,205.83,280.0,560.0
Whiskey,ABERFELDY 16Y 40%,700ML,6,2065.0,2484,5520.0,344.17,460.0,920.0
Whiskey,ABERLOUR 12Y 40% DOUBLE CASK,1L,6,1460.0,1782,3960.0,243.33,330.0,660.0
Vodka,ABSOLUT APEACH 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT APEACH,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT APPLE 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT BLUE,1.14L,6,630.0,756,1680.0,105.0,140.0,280.0
Vodka,ABSOLUT BLUE 40%,1L,12,970.0,1188,2640.0,80.83,110.0,220.0
Vodka,ABSOLUT BLUE 40%,750ML,12,950.0,1188,2640.0,79.17,110.0,220.0
Vodka,ABSOLUT CITRON 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT CITRON,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT ELYX 42.3%,1L,6,1055.0,1296,2880.0,175.83,240.0,480.0
Vodka,ABSOLUT GRAPE 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT KURRANT 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT KURRANT,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT LIME 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT LIME 40%,75CL,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT MANDRIN,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT MANDRIN 40%,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT MANGO 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT MANGO,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT PEARS 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT PEARS,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT PEPPER 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT PEPPER,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT RASPBERRI 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT RASPBERRY,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT RUBY RED 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT RUBY RED,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT VANILLA 40%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Vodka,ABSOLUT VANILLA,750ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Vodka,ABSOLUT WATERMELON 38%,1L,12,975.0,1188,2640.0,81.25,110.0,220.0
Whiskey,ARDBEG 10Y 46%,1L,6,1410.0,1728,3840.0,235.0,320.0,640.0
Whiskey,ARDBEG AN OA 46.6%,1L,6,1560.0,1890,4200.0,260.0,350.0,700.0
Whiskey,ARDMORE TRADITIONAL PEATED 40%,1L,6,980.0,1188,2640.0,163.33,220.0,440.0
Whiskey,ARDMORE TRIPLEWOOD 46%,1L,6,1270.0,1566,3480.0,211.67,290.0,580.0
Whiskey,AUCHENTOSHAN 12Y 40%,700ML,6,1140.0,1404,3120.0,190.0,260.0,520.0
Whiskey,AUCHENTOSHAN 18Y 43%,700ML,6,2130.0,2592,5760.0,355.0,480.0,960.0
Whiskey,AUCHENTOSHAN 21Y 43%,700ML,6,4080.0,4968,11040.0,680.0,920.0,1840.0
Whiskey,AUCHENTOSHAN 3 WOOD 43%,700ML,6,1365.0,1674,3720.0,227.5,310.0,620.0
Whiskey,AUCHENTOSHAN AMERICAN OAK 40%,1L,12,2045.0,2484,5520.0,170.42,230.0,460.0
Whiskey,AUCHENTOSHAN DARK OAK 43%,1L,12,2030.0,2484,5520.0,169.17,230.0,460.0
Whiskey,AUCHENTOSHAN HEARTWOOD 43%,1L,12,2080.0,2484,5520.0,173.33,230.0,460.0
Whiskey,AUCHENTOSHAN SPRINGWOOD,1L,12,2015.0,2484,5520.0,167.92,230.0,460.0
Whiskey,AULTMORE 12Y 46%,1L,6,1620.0,1944,4320.0,270.0,360.0,720.0
Whiskey,AULTMORE 12Y 46%,700ML,6,1385.0,1674,3720.0,230.83,310.0,620.0
Rum,BACARDI APPLE 32%,1L,6,685.0,810,1800.0,114.17,150.0,300.0
Rum,BACARDI APPLE 35%,750ML,12,830.0,972,2160.0,69.17,90.0,180.0
Rum,BACARDI CARTA BLANCA 40%,1L,12,945.0,1188,2640.0,78.75,110.0,220.0
Rum,BACARDI CARTA BLANCA 40%,750ML,12,890.0,1080,2400.0,74.17,100.0,200.0
Rum,BACARDI CARTA NEGRA 40%,1L,12,880.0,1080,2400.0,73.33,100.0,200.0
Rum,BACARDI COCONUT 35%,750ML,12,830.0,972,2160.0,69.17,90.0,180.0
Rum,BACARDI GOLD (ORO) 40%,1L,12,1070.0,1296,2880.0,89.17,120.0,240.0
Rum,BACARDI GOLD 40%,750ML,12,1040.0,1296,2880.0,86.67,120.0,240.0
Rum,BACARDI LEMON 35%,1L,12,1015.0,1188,2640.0,84.58,110.0,220.0
Rum,BACARDI LEMON 27%,1L,6,610.0,756,1680.0,101.67,140.0,280.0
Rum,BACARDI LIMON 35%,750ML,12,830.0,972,2160.0,69.17,90.0,180.0
Rum,BACARDI MANGO 35%,750ML,12,830.0,972,2160.0,69.17,90.0,180.0
Rum,BACARDI MOJITO 14.9%,1L,12,1085.0,1296,2880.0,90.42,120.0,240.0
Rum,BACARDI MOJITO 15%,700ML,6,675.0,810,1800.0,112.5,150.0,300.0
Rum,BACARDI PINEAPPLE 35%,1L,12,1020.0,1188,2640.0,85.0,110.0,220.0
Rum,BACARDI RASPBERRY 35%,1L,12,1020.0,1188,2640.0,85.0,110.0,220.0
Rum,BACARDI RAZZ,750ML,12,845.0,1080,2400.0,70.42,100.0,200.0
Rum,BACARDI SPICED 35%,1L,6,725.0,864,1920.0,120.83,160.0,320.0
Liqueur,BAILEYS BIRTHDAY CAKE 17%,700ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Liqueur,BAILEYS ORIGINAL IRISH CREAM 17%,1L,12,1105.0,1296,2880.0,92.08,120.0,240.0
Liqueur,BAILEYS SALTED CARAMEL 17%,1L,12,1030.0,1296,2880.0,85.83,120.0,240.0
Liqueur,BAILEYS STRAWBERRIES AND CREAM 17%,700ML,12,955.0,1188,2640.0,79.58,110.0,220.0
Whiskey,BALLANTINE 15Y,700ML,12,2065.0,2484,5520.0,172.08,230.0,460.0
Whiskey,BALLANTINE 40%,1.14L,6,620.0,756,1680.0,103.33,140.0,280.0
Whiskey,BALLANTINE 40%,1L,12,950.0,1188,2640.0,79.17,110.0,220.0
Whiskey,BALLANTINE 40%,3L,3,950.0,1161,2580.0,316.67,430.0,860.0
Whiskey,BALLANTINE FINEST 40%,4.5L,2,950.0,1152,2560.0,475.0,640.0,1280.0
Whiskey,BALLANTINE FINEST TIN PACK,1L,6,655.0,810,1800.0,109.17,150.0,300.0
Whiskey,BALLANTINES 21Y 40%,700ML,6,2995.0,3618,8040.0,499.17,670.0,1340.0
Whiskey,BALLANTINES 30Y,700ML,6,5950.0,7236,16080.0,991.67,1340.0,2680.0
Whiskey,BALLANTINES 40% 12Y,1L,12,1505.0,1836,4080.0,125.42,170.0,340.0
Whiskey,BALLANTINES 40% 12Y,750ML,12,1215.0,1512,3360.0,101.25,140.0,280.0
Whiskey,BALLANTINES 40%,750ML,12,895.0,1080,2400.0,74.58,100.0,200.0
Whiskey,BALVENIE 14Y 43%,700ML,6,2505.0,3024,6720.0,417.5,560.0,1120.0
Whiskey,BALVENIE 16Y TRIPLE CASK,700ML,6,3970.0,4806,10680.0,661.67,890.0,1780.0
Whiskey,BALVENIE 19YO BURNHEAD WOOD 48.7%,70CL,6,18170.0,22086,49080.0,3028.33,4090.0,8180.0
Whiskey,BALVENIE 21Y PORTWOOD 40%,700ML,3,3745.0,4563,10140.0,1248.33,1690.0,3380.0
Whiskey,BALVENIE CREATION OF A CLASSIC 43%,700ML,6,1610.0,1944,4320.0,268.33,360.0,720.0
Whiskey,BALVENIE DOUBLE WOOD 12Y 43%,700ML,6,2040.0,2484,5520.0,340.0,460.0,920.0
Brandy,BARDINET BRANDY VSOP 40%,1L,12,775.0,972,2160.0,64.58,90.0,180.0
Brandy,BARDINET LIQUEUR CURACAO BLEU,700ML,6,510.0,594,1320.0,85.0,110.0,220.0
Brandy,BARDINET XO,1L,6,675.0,810,1800.0,112.5,150.0,300.0
Gin,BEEFEATER 24 GIN 45%,1L,6,820.0,972,2160.0,136.67,180.0,360.0
Gin,BEEFEATER,750ML,12,905.0,1080,2400.0,75.42,100.0,200.0
Gin,BEEFEATER BLACKBERRY 37.5%,1L,12,1115.0,1404,3120.0,92.92,130.0,260.0
Gin,BEEFEATER BLOOD ORANGE 37.5%,1L,12,1120.0,1404,3120.0,93.33,130.0,260.0
Gin,BEEFEATER GIN,1.14L,6,625.0,756,1680.0,104.17,140.0,280.0
Gin,BEEFEATER GIN 40%,1L,12,1005.0,1188,2640.0,83.75,110.0,220.0
Gin,BEEFEATER PINK GIN,700ML,6,730.0,864,1920.0,121.67,160.0,320.0
Gin,BEEFEATER PINK STRAWBERRY 37.5%,1L,12,1120.0,1404,3120.0,93.33,130.0,260.0
Whiskey,BEEHIVE VSOP 40%,1L,12,835.0,972,2160.0,69.58,90.0,180.0
Whiskey,BEEHIVE XO,1L,12,1020.0,1188,2640.0,85.0,110.0,220.0
Vodka,BELVEDERE GRAPE 40%,1L,6,1215.0,1458,3240.0,202.5,270.0,540.0
Vodka,BELVEDERE ORGANIC LEMON & BASIL 40%,1L,6,1130.0,1350,3000.0,188.33,250.0,500.0
Vodka,BELVEDERE PURE 40%,1L,6,1215.0,1458,3240.0,202.5,270.0,540.0
Whiskey,BENRIACH QUARTER CASK 46%,1L,6,1485.0,1782,3960.0,247.5,330.0,660.0
Whiskey,BENRIACH QUARTER CASK PEATED 46%,1L,6,1510.0,1836,4080.0,251.67,340.0,680.0
Whiskey,BLACK & WHITE 43%,1L,12,945.0,1188,2640.0,78.75,110.0,220.0
Gin,BLACK TOMATO GIN 42.3%,50CL,6,1160.0,1404,3120.0,193.33,260.0,520.0
Whiskey,BLOOM LEMON & ELDER FLOWER 25%,70CL,6,1170.0,1404,3120.0,195.0,260.0,520.0
Liqueur,BOLS TRIPLE SEC CURACAO 38%,700ML,6,540.0,648,1440.0,90.0,120.0,240.0
Gin,BOMBAY BRAMBLE GIN 37.5%,1L,6,880.0,1080,2400.0,146.67,200.0,400.0
Gin,BOMBAY SAPPHIRE 40%,700ML,6,605.0,756,1680.0,100.83,140.0,280.0
